rank,population_index,optimization_objective,optimization_score,official_score,finite,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle,battery_cell_count
2349,1816,18.87742857142857,-18.87742857142857,-18.87742857142857,True,1.6577238965718535,0.2820587852825901,0.5193531113998866,0.15511873216492947,0.0,9.883194612833044,6.477209491191417,3.0147955625152347,17.042829533873952,9.33092932939071,475.84896469227203,1475.614881204314,0.8157137520366315,0.834509084603086,8
2350,2602,18.87742857142857,-18.87742857142857,-18.87742857142857,True,1.6124337230885954,0.22922414156820856,0.6389654847508969,0.13161021983929452,1.0,9.88152326395064,5.4849073689856285,1.0838295577305395,18.265176306879297,10.087624943444618,335.96490657409146,2151.3080511308212,0.593562242966899,0.5785842490259905,6
2351,2154,18.877714285714287,-18.877714285714287,-18.877714285714287,True,0.939845641159025,0.26847325869793304,0.8279065523810016,0.15876060854424384,0.0,9.880674805668109,9.696318974925255,2.099517609791368,15.215620487572039,10.049124635954644,390.23137099461604,1109.5585322319685,0.6782423434960548,0.5501910368910075,6
2352,1602,18.878857142857143,-18.878857142857143,-18.878857142857143,True,1.59832987889979,0.18692975365967746,0.5809175803801871,0.15897289446910554,0.0,9.860044368163132,5.819775581911351,2.513002356379776,23.898310335353017,16.649754154929937,425.14498603400494,2659.8297769516944,0.9120473540101289,0.7888804597749486,6
2353,2414,18.878857142857143,-18.878857142857143,-18.878857142857143,True,1.6509653758063727,0.18429820454346274,0.602650596937903,0.29100921947999336,1.0,9.859598457877869,5.761621906235834,2.5975412814567407,11.241378314664143,5.811435972824435,293.1830935916428,2553.0971342140774,0.9546789290293722,0.9260419308810135,6
2354,2017,18.879428571428573,-18.879428571428573,-18.879428571428573,True,1.271967398624194,0.2822387575764703,0.748524544522029,0.1455897764630309,1.0,9.853396720438775,8.949215055274845,3.4596121628331713,22.72813442946747,15.01634839754881,233.40260833501816,1435.2981126340978,0.8119244749297128,0.6166606728742671,6
2355,1313,18.880225711547137,-18.880225711547137,-18.880285714285716,True,1.284735529515125,0.28918698776422624,0.8291457569239106,0.13018792349755356,1.0,9.837306236063986,9.373694409378478,2.8103532168791885,21.4129424402442,16.74535252438363,425.47481552398443,2397.777911048597,0.8667555243754308,0.8173009881178521,6
2356,1137,18.88057142857143,-18.88057142857143,-18.88057142857143,True,1.3267852669463502,0.16816753688553987,0.6404343179450365,0.2413251990049744,1.0,9.833629962335218,8.3018900085263,3.090373514615889,12.40649957380321,5.780421353400702,316.4987309840349,1388.843420176096,0.965806169574712,0.9134284274185381,6
2357,2082,18.88114285714286,-18.88114285714286,-18.88114285714286,True,1.5047404417244636,0.36529185896373795,0.5646794553974958,0.15367570859233998,1.0,9.82602861847222,8.2597523662381,4.334229848422642,12.99754166114753,8.608910697775036,377.01581220307065,2946.5489082685567,0.7980936562781151,0.8760383353930448,6
2358,128,18.881714285714285,-18.881714285714285,-18.881714285714285,True,1.7272569778984093,0.31751463867166585,0.7492543282342038,0.19193709367587475,1.0,9.815853628489826,7.235133541053555,2.6906700100811753,15.056877671479759,10.309496022253125,211.4400464543191,1783.4324866168047,0.8214725782362727,0.8014288062163284,8
